LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 129.0, 42238.0, 3584, 1.0, 29989.0, 9408, 255.0, 42520.0, 1548800, -2622.0, 34098.0, 1835400, -377.0, -1.0, 18850, 5336.0, 47344.0, 1548841,
1, 129.0, 33169.0, 3840, 1.0, 29567.0, 36864, 255.0, 33295.0, 933120, -2622.0, 31475.0, 1704300, -1475.0, -1.0, 73750, 5338.0, 33671.0, 933120,
2, 129.0, 33169.0, 3840, 1.0, 29567.0, 36864, 255.0, 33295.0, 933120, -2622.0, 31475.0, 1704300, -1475.0, -1.0, 73750, 5338.0, 33671.0, 933120,
3, 129.0, 33169.0, 3840, 1.0, 29567.0, 36864, 255.0, 33295.0, 933120, -2622.0, 31475.0, 1704300, -1475.0, -1.0, 73750, 5338.0, 33671.0, 933120,
4, 129.0, 33169.0, 3840, 1.0, 29567.0, 36864, 255.0, 33295.0, 933120, -2622.0, 31475.0, 1704300, -1475.0, -1.0, 73750, 5338.0, 33671.0, 933120,
5, 129.0, 9027.0, 3840, 1.0, 8209.0, 73728, 255.0, 9246.0, 501760, -2622.0, 7868.0, 524400, -1475.0, -1.0, 73750, 2743.0, 11417.0, 501830,
6, 129.0, 30219.0, 6912, 1.0, 29416.0, 147456, 255.0, 30345.0, 778752, -2622.0, 28852.0, 1573200, -2622.0, 2622.0, 262200, 2748.0, 32813.0, 778829,
7, 129.0, 1002.0, 256, 65.0, 128.0, 8192, 255.0, 1222.0, 107648, -2153.0, -1.0, 107650, -164.0, -1.0, 8200, 1222.0, 3374.0, 107648,
8, 129.0, 30219.0, 6912, 1.0, 29416.0, 147456, 255.0, 30345.0, 778752, -2622.0, 28852.0, 1573200, -2622.0, 2622.0, 262200, 2748.0, 32813.0, 778829,
9, 129.0, 30219.0, 6912, 1.0, 29416.0, 147456, 255.0, 30345.0, 778752, -2622.0, 28852.0, 1573200, -2622.0, 2622.0, 262200, 2748.0, 32813.0, 778829,
10, 129.0, 18475.0, 13824, 1.0, 18167.0, 294912, 255.0, 18616.0, 451584, -2622.0, 10491.0, 655500, -2622.0, 15737.0, 917700, 3250.0, 19783.0, 451584,
11, 129.0, 93653.0, 27648, 1.0, 93382.0, 589824, 255.0, 93779.0, 663552, -2622.0, 31475.0, 1704300, -2622.0, 91804.0, 4719600, 7925.0, 93942.0, 663552,
12, 129.0, 1071.0, 512, 1.0, 735.0, 32768, 255.0, 1213.0, 57600, -576.0, -1.0, 28800, -656.0, -1.0, 32800, 1213.0, 2364.0, 57600,
13, 129.0, 93653.0, 27648, 1.0, 93382.0, 589824, 255.0, 93779.0, 663552, -2622.0, 31475.0, 1704300, -2622.0, 91804.0, 4719600, 7925.0, 93942.0, 663552,
14, 129.0, 93653.0, 27648, 1.0, 93382.0, 589824, 255.0, 93779.0, 663552, -2622.0, 31475.0, 1704300, -2622.0, 91804.0, 4719600, 7925.0, 93942.0, 663552,
15, 129.0, 307148.0, 55296, 1.0, 306980.0, 1179648, 255.0, 307282.0, 451584, -2258.0, -1.0, 112900, -2622.0, 304267.0, 15338700, 54450.0, 308449.0, 451584,
16, 129.0, 1463731.0, 110592, 1.0, 1463579.0, 2359296, 255.0, 1463857.0, 460800, -2304.0, -1.0, 115200, -2622.0, 1461010.0, 73153800, 294038.0, 1465208.0, 460800,
17, 129.0, 3432.0, 2048, 1.0, 3250.0, 131072, 255.0, 3567.0, 65536, -328.0, -1.0, 16400, -2622.0, -1.0, 131100, 3567.0, 4877.0, 65536,
18, 129.0, 1463731.0, 110592, 1.0, 1463579.0, 2359296, 255.0, 1463857.0, 460800, -2304.0, -1.0, 115200, -2622.0, 1461010.0, 73153800, 294038.0, 1465208.0, 460800,
19, 129.0, 1463731.0, 110592, 1.0, 1463579.0, 2359296, 255.0, 1463857.0, 460800, -2304.0, -1.0, 115200, -2622.0, 1461010.0, 73153800, 294038.0, 1465208.0, 460800,
20, 129.0, 72224.0, 8192, 1.0, 72096.0, 512000, 255.0, 72326.0, 4000, -11.0, -1.0, 550, -2622.0, 70820.0, 3670800, 72350.0, 72429.0, 4000,
